idInvoice,idEvent,aditionalData,amount,amountPaidAferMatchMatch,amountPaidBeforeMatch,amountToPaidAfterMatch,amountToPaidBeforeMatch,amountToPay,eventDate,eventType,hasMatchAfterMatch,hasMatchBeforeMatch,idTransaction,matchMethod,needReviewAfterMatch,needReviewBeforeMatch,paymentethod,result,stateAfterMatch,stateBeforeMatch
E963D0B06324431BACB9AC3E65C36B05,04d65da9-b334-4f49-b26a-0be18b43d522,{},188288.72,188288.72,0,0,188288.72,188288.72,1.69334E+12,LINK#GRAPH#PAYMENT,true,false,871277bb747e13beadc21bee5baabab9,GRAPH,false,false,PPD,SUCCESS,PAGADA,PENDIENTE
E963D0B06324431BACB9AC3E65C36B05,4a7b854c-1f26-456f-a5a7-0ff0fd477e1d,{},188288.72,188288.72,188288.72,0,0,188288.72,1.69419E+12,LINK#GRAPH#PAYMENT,true,true,871277bb747e13beadc21bee5baabab9,GRAPH,false,false,PPD,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
E963D0B06324431BACB9AC3E65C36B05,61bb7eb1-e532-4ede-a753-4ca33b692f37,{},188288.72,188288.72,188288.72,0,0,188288.72,1.69345E+12,LINK#GRAPH#PAYMENT,true,true,871277bb747e13beadc21bee5baabab9,GRAPH,false,false,PPD,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
E963D0B06324431BACB9AC3E65C36B05,68548805-15c3-4617-8b76-91a6a0b6ccb6,{},188288.72,188288.72,188288.72,0,0,188288.72,1.69419E+12,LINK#GRAPH#PAYMENT,true,true,871277bb747e13beadc21bee5baabab9,GRAPH,false,false,PPD,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
E963D0B06324431BACB9AC3E65C36B05,889bbcdf-93f8-41e5-84cd-dea9e6f81917,{},188288.72,188288.72,188288.72,0,0,188288.72,1.69334E+12,LINK#GRAPH#PAYMENT,true,true,871277bb747e13beadc21bee5baabab9,GRAPH,false,false,PPD,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
E963D0B06324431BACB9AC3E65C36B05,b284c0c8-1f10-4cf7-bfac-a71d5cb19616,{},188288.72,188288.72,188288.72,0,0,188288.72,1.69462E+12,LINK#GRAPH#PAYMENT,true,true,871277bb747e13beadc21bee5baabab9,GRAPH,false,false,PPD,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
E963D0B06324431BACB9AC3E65C36B05,b5d21234-bd5e-493b-acd8-1365afc9aa0a,{},188288.72,188288.72,188288.72,0,0,188288.72,1.69335E+12,LINK#GRAPH#PAYMENT,true,true,871277bb747e13beadc21bee5baabab9,GRAPH,false,false,PPD,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
E963D0B06324431BACB9AC3E65C36B05,c70a9935-46ad-47e0-8490-e8f90e0666cf,{},188288.72,188288.72,188288.72,0,0,188288.72,1.69447E+12,LINK#GRAPH#PAYMENT,true,true,871277bb747e13beadc21bee5baabab9,GRAPH,false,false,PPD,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
E963D0B06324431BACB9AC3E65C36B05,fdba7819-d602-4ae5-b52c-bb3f76b19e37,{},188288.72,188288.72,188288.72,0,0,188288.72,1.69406E+12,LINK#GRAPH#PAYMENT,true,true,871277bb747e13beadc21bee5baabab9,GRAPH,false,false,PPD,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
85E5F4BD1AD749828D5497D5B0767629,ccf0b8e4-61b3-4a47-88ee-4bf423b5c051,{},13688,13688,13688,0,0,13688,1.69462E+12,LINK#GRAPH#PAYMENT,true,true,6d5390f3c0c0ad39bc10a79d9069c9f6,GRAPH,false,false,PUE,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
85E5F4BD1AD749828D5497D5B0767629,fcba86c7-d288-4269-acc4-419bb5e30abd,{},13688,13688,0,0,13688,13688,1.69447E+12,LINK#GRAPH#PAYMENT,true,false,6d5390f3c0c0ad39bc10a79d9069c9f6,GRAPH,false,false,PUE,SUCCESS,PAGADA,PENDIENTE
F00EA1A6E905556B85C42F9BF4F9281F,024217fc-8530-4c34-911a-7969e38bd5cb,{},1506.84,0,0,1506.84,1506.84,1506.84,1.69406E+12,UNLINK#GRAPH#PAYMENT,false,false,945b4382ca6f14dab8e6bd0e43e491c9,GRAPH,false,false,PUE,ERROR# NO SE PUEDE DESCONTAR SALDO A UNA FACTURA CON MONTO PAGADO EN CERO,VENCIDA,VENCIDA
F00EA1A6E905556B85C42F9BF4F9281F,573090a0-dd26-4dce-b278-385eb5e49348,{},1506.84,0,0,1506.84,1506.84,1506.84,1.69345E+12,UNLINK#GRAPH#PAYMENT,false,false,b48b464760f4e8d6a085cd61da934cea,GRAPH,false,false,PUE,ERROR# NO SE PUEDE DESCONTAR SALDO A UNA FACTURA CON MONTO PAGADO EN CERO,PENDIENTE,PENDIENTE
F00EA1A6E905556B85C42F9BF4F9281F,a6d03c78-a525-4bae-a5a1-3f113d5d23e0,{},1506.84,0,0,1506.84,1506.84,1506.84,1.69406E+12,UNLINK#GRAPH#PAYMENT,false,false,b48b464760f4e8d6a085cd61da934cea,GRAPH,false,false,PUE,ERROR# NO SE PUEDE DESCONTAR SALDO A UNA FACTURA CON MONTO PAGADO EN CERO,VENCIDA,VENCIDA
F00EA1A6E905556B85C42F9BF4F9281F,c8a4b2b6-6d32-49ae-84fd-6c2500b77134,{},1506.84,0,0,1506.84,1506.84,1506.84,1.69345E+12,UNLINK#GRAPH#PAYMENT,false,false,945b4382ca6f14dab8e6bd0e43e491c9,GRAPH,false,false,PUE,ERROR# NO SE PUEDE DESCONTAR SALDO A UNA FACTURA CON MONTO PAGADO EN CERO,PENDIENTE,PENDIENTE
F2FDE966B491436E8F2AF3BAF39F4662,1dc5aaab-c039-4644-99b0-7c9136a4ca91,{},160691,160691,160691,0,0,160691,1.69334E+12,LINK#GRAPH#PAYMENT,true,true,a4002a6d350ace3f3f1c02b5000d2039,GRAPH,false,false,PPD,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
F2FDE966B491436E8F2AF3BAF39F4662,535f9481-f7cc-4594-b09c-d83d04ad7ec9,{},160691,160691,160691,0,0,160691,1.69328E+12,LINK#GRAPH#PAYMENT,true,true,a4002a6d350ace3f3f1c02b5000d2039,GRAPH,false,false,PPD,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
F2FDE966B491436E8F2AF3BAF39F4662,5ba13afb-32ef-4d17-9f9b-8e8843c3f137,{},160691,160691,160691,0,0,160691,1.69447E+12,LINK#GRAPH#PAYMENT,true,true,a4002a6d350ace3f3f1c02b5000d2039,GRAPH,false,false,PPD,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
F2FDE966B491436E8F2AF3BAF39F4662,905ce061-e492-42c1-ba81-f5423bab59b7,{},160691,160691,160691,0,0,160691,1.69335E+12,LINK#GRAPH#PAYMENT,true,true,a4002a6d350ace3f3f1c02b5000d2039,GRAPH,false,false,PPD,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
F2FDE966B491436E8F2AF3BAF39F4662,a14a508f-daf2-483e-9d01-a6f60de8ffb5,{},160691,160691,0,0,160691,160691,1.69328E+12,LINK#GRAPH#PAYMENT,true,false,a4002a6d350ace3f3f1c02b5000d2039,GRAPH,false,false,PPD,SUCCESS,PAGADA,PENDIENTE
F2FDE966B491436E8F2AF3BAF39F4662,b8097878-8bd3-4029-8fbe-dd00d3b7aba1,{},160691,160691,160691,0,0,160691,1.69406E+12,LINK#GRAPH#PAYMENT,true,true,a4002a6d350ace3f3f1c02b5000d2039,GRAPH,false,false,PPD,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
F2FDE966B491436E8F2AF3BAF39F4662,be6f4027-1f8b-49bd-918f-2cbfcdd3873f,{},160691,160691,160691,0,0,160691,1.69462E+12,LINK#GRAPH#PAYMENT,true,true,a4002a6d350ace3f3f1c02b5000d2039,GRAPH,false,false,PPD,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
F2FDE966B491436E8F2AF3BAF39F4662,d9cf86ea-81e9-4ace-8e00-91b9910c602c,{},160691,160691,160691,0,0,160691,1.69419E+12,LINK#GRAPH#PAYMENT,true,true,a4002a6d350ace3f3f1c02b5000d2039,GRAPH,false,false,PPD,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
F2FDE966B491436E8F2AF3BAF39F4662,da044711-7905-43b1-b040-4073d0903008,{},160691,160691,160691,0,0,160691,1.69345E+12,LINK#GRAPH#PAYMENT,true,true,a4002a6d350ace3f3f1c02b5000d2039,GRAPH,false,false,PPD,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
F2FDE966B491436E8F2AF3BAF39F4662,e449d318-5944-4b5b-b3ed-4ccdc0570047,{},160691,160691,160691,0,0,160691,1.69334E+12,LINK#GRAPH#PAYMENT,true,true,a4002a6d350ace3f3f1c02b5000d2039,GRAPH,false,false,PPD,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
F2FDE966B491436E8F2AF3BAF39F4662,e9684098-47b4-453e-aac5-adbed3cf21bd,{},160691,160691,160691,0,0,160691,1.69328E+12,LINK#GRAPH#PAYMENT,true,true,a4002a6d350ace3f3f1c02b5000d2039,GRAPH,false,false,PPD,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
F2FDE966B491436E8F2AF3BAF39F4662,f5f77e49-92f7-483d-8e91-9c83db6c4008,{},160691,160691,160691,0,0,160691,1.69419E+12,LINK#GRAPH#PAYMENT,true,true,a4002a6d350ace3f3f1c02b5000d2039,GRAPH,false,false,PPD,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
F2FDE966B491436E8F2AF3BAF39F4662,f7ee92de-97e9-4d26-9335-eb495ed7d348,{},160691,160691,160691,0,0,160691,1.69328E+12,LINK#GRAPH#PAYMENT,true,true,a4002a6d350ace3f3f1c02b5000d2039,GRAPH,false,false,PPD,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
77B7E59D7EB54F2597211F6DA1269BE3,22314929-d2fa-40d3-a880-488e3b2fa2ee,{},11241.4,0,0,11241.4,11241.4,11241.4,1.69419E+12,UNLINK#GRAPH#PAYMENT,false,false,b42dec1efa7f5060575418890e92e182,GRAPH,false,false,PPD,ERROR# NO SE PUEDE DESCONTAR SALDO A UNA FACTURA CON MONTO PAGADO EN CERO,PENDIENTE,PENDIENTE
77B7E59D7EB54F2597211F6DA1269BE3,35f9db34-4945-4eb2-a216-318d94a6fd3c,{},11241.4,0,0,11241.4,11241.4,11241.4,1.69345E+12,UNLINK#GRAPH#PAYMENT,false,false,b42dec1efa7f5060575418890e92e182,GRAPH,false,false,PPD,ERROR# NO SE PUEDE DESCONTAR SALDO A UNA FACTURA CON MONTO PAGADO EN CERO,PENDIENTE,PENDIENTE
77B7E59D7EB54F2597211F6DA1269BE3,54ff9898-40de-4ccf-8dd2-d54beb1b52e2,{},11241.4,0,0,11241.4,11241.4,11241.4,1.69406E+12,UNLINK#GRAPH#PAYMENT,false,false,b42dec1efa7f5060575418890e92e182,GRAPH,false,false,PPD,ERROR# NO SE PUEDE DESCONTAR SALDO A UNA FACTURA CON MONTO PAGADO EN CERO,PENDIENTE,PENDIENTE
77B7E59D7EB54F2597211F6DA1269BE3,5b95f4d7-9002-4999-9325-616ab9a27b47,{},11241.4,0,0,11241.4,11241.4,11241.4,1.69447E+12,UNLINK#GRAPH#PAYMENT,false,false,b42dec1efa7f5060575418890e92e182,GRAPH,false,false,PPD,ERROR# NO SE PUEDE DESCONTAR SALDO A UNA FACTURA CON MONTO PAGADO EN CERO,PENDIENTE,PENDIENTE
77B7E59D7EB54F2597211F6DA1269BE3,6dea6dd0-82a3-4a2d-b896-3a4291eb864c,{},11241.4,0,0,11241.4,11241.4,11241.4,1.69462E+12,UNLINK#GRAPH#PAYMENT,false,false,98c7ea1618a0781b2207f3101036c9c1,GRAPH,false,false,PPD,ERROR# NO SE PUEDE DESCONTAR SALDO A UNA FACTURA CON MONTO PAGADO EN CERO,PENDIENTE,PENDIENTE
77B7E59D7EB54F2597211F6DA1269BE3,73de8f01-cae7-41c2-99e3-f64761fa43b0,{},11241.4,0,0,11241.4,11241.4,11241.4,1.69447E+12,UNLINK#GRAPH#PAYMENT,false,false,98c7ea1618a0781b2207f3101036c9c1,GRAPH,false,false,PPD,ERROR# NO SE PUEDE DESCONTAR SALDO A UNA FACTURA CON MONTO PAGADO EN CERO,PENDIENTE,PENDIENTE
77B7E59D7EB54F2597211F6DA1269BE3,78f94d03-8eaf-4922-b674-621633411da1,{},11241.4,0,0,11241.4,11241.4,11241.4,1.69406E+12,UNLINK#GRAPH#PAYMENT,false,false,98c7ea1618a0781b2207f3101036c9c1,GRAPH,false,false,PPD,ERROR# NO SE PUEDE DESCONTAR SALDO A UNA FACTURA CON MONTO PAGADO EN CERO,PENDIENTE,PENDIENTE
77B7E59D7EB54F2597211F6DA1269BE3,79aa5e7c-1dbe-4cfa-a655-9a6b49efeb22,{},11241.4,0,0,11241.4,11241.4,11241.4,1.69462E+12,UNLINK#GRAPH#PAYMENT,false,false,b42dec1efa7f5060575418890e92e182,GRAPH,false,false,PPD,ERROR# NO SE PUEDE DESCONTAR SALDO A UNA FACTURA CON MONTO PAGADO EN CERO,PENDIENTE,PENDIENTE
77B7E59D7EB54F2597211F6DA1269BE3,8df55170-527e-447d-8212-e1193d4e0980,{},11241.4,0,0,11241.4,11241.4,11241.4,1.69345E+12,UNLINK#GRAPH#PAYMENT,false,false,98c7ea1618a0781b2207f3101036c9c1,GRAPH,false,false,PPD,ERROR# NO SE PUEDE DESCONTAR SALDO A UNA FACTURA CON MONTO PAGADO EN CERO,PENDIENTE,PENDIENTE
77B7E59D7EB54F2597211F6DA1269BE3,97fbf3ba-625a-4b20-8193-80a552fdd277,{},11241.4,0,0,11241.4,11241.4,11241.4,1.69419E+12,UNLINK#GRAPH#PAYMENT,false,false,98c7ea1618a0781b2207f3101036c9c1,GRAPH,false,false,PPD,ERROR# NO SE PUEDE DESCONTAR SALDO A UNA FACTURA CON MONTO PAGADO EN CERO,PENDIENTE,PENDIENTE
77B7E59D7EB54F2597211F6DA1269BE3,d706e029-a49a-445d-90c0-90c536e4d79b,{},11241.4,0,0,11241.4,11241.4,11241.4,1.69419E+12,UNLINK#GRAPH#PAYMENT,false,false,b42dec1efa7f5060575418890e92e182,GRAPH,false,false,PPD,ERROR# NO SE PUEDE DESCONTAR SALDO A UNA FACTURA CON MONTO PAGADO EN CERO,PENDIENTE,PENDIENTE
77B7E59D7EB54F2597211F6DA1269BE3,fb26f56e-6a7c-4bd8-9259-05f876cd9126,{},11241.4,0,0,11241.4,11241.4,11241.4,1.69419E+12,UNLINK#GRAPH#PAYMENT,false,false,98c7ea1618a0781b2207f3101036c9c1,GRAPH,false,false,PPD,ERROR# NO SE PUEDE DESCONTAR SALDO A UNA FACTURA CON MONTO PAGADO EN CERO,PENDIENTE,PENDIENTE
E326672B24F24E79AA443E286844A40A,06e062bb-9e2c-4341-b6e5-aaf7c3288425,{},1044,1044,1044,0,0,1044,1.69328E+12,LINK#GRAPH#PAYMENT,true,true,bf841856fa05e96cb2aa3ed10e618fe3,GRAPH,false,false,PUE,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
E326672B24F24E79AA443E286844A40A,1ce862a3-4e02-42d0-b949-368b57e73c76,{},1044,1044,1044,0,0,1044,1.69328E+12,LINK#GRAPH#PAYMENT,true,true,bf841856fa05e96cb2aa3ed10e618fe3,GRAPH,false,false,PUE,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
E326672B24F24E79AA443E286844A40A,200adcc1-4054-493a-a236-587d7b0a95c8,{},1044,1044,1044,0,0,1044,1.69335E+12,LINK#GRAPH#PAYMENT,true,true,bf841856fa05e96cb2aa3ed10e618fe3,GRAPH,false,false,PUE,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
E326672B24F24E79AA443E286844A40A,71d2ee66-4d44-4d55-b5f9-a7865c525d6c,{},1044,1044,1044,0,0,1044,1.69334E+12,LINK#GRAPH#PAYMENT,true,true,bf841856fa05e96cb2aa3ed10e618fe3,GRAPH,false,false,PUE,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
E326672B24F24E79AA443E286844A40A,8b84e35d-f79f-4add-9f1d-27fa50a3b2e2,{},1044,1044,0,0,1044,1044,1.69328E+12,LINK#GRAPH#PAYMENT,true,false,bf841856fa05e96cb2aa3ed10e618fe3,GRAPH,false,false,PUE,SUCCESS,PAGADA,PENDIENTE
E326672B24F24E79AA443E286844A40A,a82b2766-d396-4e31-9c76-590474c55c54,{},1044,1044,1044,0,0,1044,1.69345E+12,LINK#GRAPH#PAYMENT,true,true,bf841856fa05e96cb2aa3ed10e618fe3,GRAPH,false,false,PUE,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
E326672B24F24E79AA443E286844A40A,c52cb8bf-c73f-4d7a-9c5c-bd2ba7833c72,{},1044,1044,1044,0,0,1044,1.69334E+12,LINK#GRAPH#PAYMENT,true,true,bf841856fa05e96cb2aa3ed10e618fe3,GRAPH,false,false,PUE,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
E326672B24F24E79AA443E286844A40A,cb0a9aad-0ff7-4a5c-a098-b6b56673e55b,{},1044,1044,1044,0,0,1044,1.69406E+12,LINK#GRAPH#PAYMENT,true,true,bf841856fa05e96cb2aa3ed10e618fe3,GRAPH,false,false,PUE,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
E326672B24F24E79AA443E286844A40A,fe80de51-d2ed-401e-9c0b-7a96e592b0ff,{},1044,1044,1044,0,0,1044,1.69328E+12,LINK#GRAPH#PAYMENT,true,true,bf841856fa05e96cb2aa3ed10e618fe3,GRAPH,false,false,PUE,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
6B9788C298CB4FBDA01DE9B61F1DEB39,4c0f0e07-9306-47e3-b1d8-b18b806240f3,{},11241.4,0,0,11241.4,11241.4,11241.4,1.69462E+12,UNLINK#GRAPH#PAYMENT,false,false,98c7ea1618a0781b2207f3101036c9c1,GRAPH,false,false,PPD,ERROR# NO SE PUEDE DESCONTAR SALDO A UNA FACTURA CON MONTO PAGADO EN CERO,PENDIENTE,PENDIENTE
6B9788C298CB4FBDA01DE9B61F1DEB39,9140d73b-2300-4728-a81f-4aa4891d7e1f,{},11241.4,0,0,11241.4,11241.4,11241.4,1.69462E+12,UNLINK#GRAPH#PAYMENT,false,false,b42dec1efa7f5060575418890e92e182,GRAPH,false,false,PPD,ERROR# NO SE PUEDE DESCONTAR SALDO A UNA FACTURA CON MONTO PAGADO EN CERO,PENDIENTE,PENDIENTE
F2373533DC1E4EE386CC3D216651D704,4c793593-a0ca-4283-a406-acd73b84d873,{},29000,29000,0,0,29000,29000,1.69419E+12,LINK#GRAPH#PAYMENT,true,false,cc7e7940f185929671b034df838383f3,GRAPH,false,false,PUE,SUCCESS,PAGADA,PENDIENTE
F2373533DC1E4EE386CC3D216651D704,5a7e265f-8824-4713-b0d0-a04d6e709fdb,{},29000,29000,29000,0,0,29000,1.69419E+12,LINK#GRAPH#PAYMENT,true,true,cc7e7940f185929671b034df838383f3,GRAPH,false,false,PUE,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
F2373533DC1E4EE386CC3D216651D704,79b39214-ecfa-47ee-89af-c62cde5144b6,{},29000,29000,29000,0,0,29000,1.69419E+12,CONFIRM#PAYMENT,true,true,cc7e7940f185929671b034df838383f3,MANUAL,false,false,PUE,SUCCESS,PAGADA,PAGADA
F2373533DC1E4EE386CC3D216651D704,80e4fc1c-bcb9-4308-8a5a-82624b0198f4,{},29000,29000,29000,0,0,29000,1.69447E+12,LINK#GRAPH#PAYMENT,true,true,cc7e7940f185929671b034df838383f3,GRAPH,false,false,PUE,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
F2373533DC1E4EE386CC3D216651D704,92b114b3-c86b-482a-9553-68b7d5cc9fd8,{},29000,29000,29000,0,0,29000,1.69462E+12,LINK#GRAPH#PAYMENT,true,true,cc7e7940f185929671b034df838383f3,GRAPH,false,false,PUE,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
1B570BBA3C6B4FCA832789FCF7D0DDB7,0eafefd2-34a5-47ee-baac-349fc663301f,{},3963.72,3963.72,3963.72,0,0,3963.72,1.69406E+12,LINK#GRAPH#PAYMENT,true,true,204736631bc968dfc7df7cace8610cf8,GRAPH,false,false,PPD,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
1B570BBA3C6B4FCA832789FCF7D0DDB7,17b42b67-8508-45dc-a514-0c5706e51eb9,{},3963.72,3963.72,3963.72,0,0,3963.72,1.69328E+12,LINK#GRAPH#PAYMENT,true,true,204736631bc968dfc7df7cace8610cf8,GRAPH,false,false,PPD,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
1B570BBA3C6B4FCA832789FCF7D0DDB7,202526df-c7f9-4296-85e8-8d291c5fa480,{},3963.72,3963.72,3963.72,0,0,3963.72,1.69447E+12,LINK#GRAPH#PAYMENT,true,true,204736631bc968dfc7df7cace8610cf8,GRAPH,false,false,PPD,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
1B570BBA3C6B4FCA832789FCF7D0DDB7,3e23df28-922a-47a6-b439-8d264bfcf1fe,{},3963.72,3963.72,3963.72,0,0,3963.72,1.69335E+12,LINK#GRAPH#PAYMENT,true,true,204736631bc968dfc7df7cace8610cf8,GRAPH,false,false,PPD,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
1B570BBA3C6B4FCA832789FCF7D0DDB7,42d9972f-3463-4852-9644-c13b92f8b0b7,{},3963.72,3963.72,3963.72,0,0,3963.72,1.69334E+12,LINK#GRAPH#PAYMENT,true,true,204736631bc968dfc7df7cace8610cf8,GRAPH,false,false,PPD,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
1B570BBA3C6B4FCA832789FCF7D0DDB7,56e49654-35e8-4176-859b-5c87258c3eed,{},3963.72,3963.72,3963.72,0,0,3963.72,1.69462E+12,LINK#GRAPH#PAYMENT,true,true,204736631bc968dfc7df7cace8610cf8,GRAPH,false,false,PPD,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
1B570BBA3C6B4FCA832789FCF7D0DDB7,5e3a9f0f-cec6-45fa-a1a8-13a9eb6b2b80,{},3963.72,3963.72,3963.72,0,0,3963.72,1.69328E+12,LINK#GRAPH#PAYMENT,true,true,204736631bc968dfc7df7cace8610cf8,GRAPH,false,false,PPD,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
1B570BBA3C6B4FCA832789FCF7D0DDB7,789a43de-b57b-4618-9050-cc49d2077077,{},3963.72,3963.72,3963.72,0,0,3963.72,1.69328E+12,LINK#GRAPH#PAYMENT,true,true,204736631bc968dfc7df7cace8610cf8,GRAPH,false,false,PPD,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
1B570BBA3C6B4FCA832789FCF7D0DDB7,87fa9dfe-e625-4f88-9b47-f1e6b6839b1b,{},3963.72,3963.72,3963.72,0,0,3963.72,1.69345E+12,LINK#GRAPH#PAYMENT,true,true,204736631bc968dfc7df7cace8610cf8,GRAPH,false,false,PPD,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
1B570BBA3C6B4FCA832789FCF7D0DDB7,94f1e78e-32a0-4b34-82a2-592137cf9cc3,{},3963.72,3963.72,0,0,3963.72,3963.72,1.69328E+12,LINK#GRAPH#PAYMENT,true,false,204736631bc968dfc7df7cace8610cf8,GRAPH,false,false,PPD,SUCCESS,PAGADA,PENDIENTE
1B570BBA3C6B4FCA832789FCF7D0DDB7,aab4b017-1dd9-4726-863a-efffdee833b2,{},3963.72,3963.72,3963.72,0,0,3963.72,1.69334E+12,LINK#GRAPH#PAYMENT,true,true,204736631bc968dfc7df7cace8610cf8,GRAPH,false,false,PPD,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
1B570BBA3C6B4FCA832789FCF7D0DDB7,e5d18f12-b5ff-42e5-8aea-9648bca64123,{},3963.72,3963.72,3963.72,0,0,3963.72,1.69419E+12,LINK#GRAPH#PAYMENT,true,true,204736631bc968dfc7df7cace8610cf8,GRAPH,false,false,PPD,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
1B570BBA3C6B4FCA832789FCF7D0DDB7,f4e03515-734f-4774-a996-c15c143c98a7,{},3963.72,3963.72,3963.72,0,0,3963.72,1.69419E+12,LINK#GRAPH#PAYMENT,true,true,204736631bc968dfc7df7cace8610cf8,GRAPH,false,false,PPD,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
927593D87A584FFE8C0B733523CA95F6,0660fe43-3cd2-40b8-84c2-31e69c720775,{},11241.4,0,0,11241.4,11241.4,11241.4,1.69406E+12,UNLINK#GRAPH#PAYMENT,false,false,98c7ea1618a0781b2207f3101036c9c1,GRAPH,false,false,PPD,ERROR# NO SE PUEDE DESCONTAR SALDO A UNA FACTURA CON MONTO PAGADO EN CERO,VENCIDA,VENCIDA
927593D87A584FFE8C0B733523CA95F6,079ca05c-f5ea-4a45-932b-bbee943a10d7,{},11241.4,0,0,11241.4,11241.4,11241.4,1.69447E+12,UNLINK#GRAPH#PAYMENT,false,false,b42dec1efa7f5060575418890e92e182,GRAPH,false,false,PPD,ERROR# NO SE PUEDE DESCONTAR SALDO A UNA FACTURA CON MONTO PAGADO EN CERO,VENCIDA,VENCIDA
927593D87A584FFE8C0B733523CA95F6,0daa1616-e82b-4c8d-8013-87649f81f7e8,{},11241.4,0,0,11241.4,11241.4,11241.4,1.69345E+12,UNLINK#GRAPH#PAYMENT,false,false,b42dec1efa7f5060575418890e92e182,GRAPH,false,false,PPD,ERROR# NO SE PUEDE DESCONTAR SALDO A UNA FACTURA CON MONTO PAGADO EN CERO,VENCIDA,VENCIDA
927593D87A584FFE8C0B733523CA95F6,162d6213-db87-4a37-b744-d8208fb83800,{},11241.4,0,0,11241.4,11241.4,11241.4,1.69419E+12,UNLINK#GRAPH#PAYMENT,false,false,98c7ea1618a0781b2207f3101036c9c1,GRAPH,false,false,PPD,ERROR# NO SE PUEDE DESCONTAR SALDO A UNA FACTURA CON MONTO PAGADO EN CERO,VENCIDA,VENCIDA
927593D87A584FFE8C0B733523CA95F6,1e95b588-8b1e-4384-8e0d-2c16d18d4031,{},11241.4,0,0,11241.4,11241.4,11241.4,1.69447E+12,UNLINK#GRAPH#PAYMENT,false,false,98c7ea1618a0781b2207f3101036c9c1,GRAPH,false,false,PPD,ERROR# NO SE PUEDE DESCONTAR SALDO A UNA FACTURA CON MONTO PAGADO EN CERO,VENCIDA,VENCIDA
