idInvoice,idEvent,aditionalData,amount,amountPaidAferMatchMatch,amountPaidBeforeMatch,amountToPaidAfterMatch,amountToPaidBeforeMatch,amountToPay,eventDate,eventType,hasMatchAfterMatch,hasMatchBeforeMatch,idBusinessGroup,idTransaction,matchMethod,needReviewAfterMatch,needReviewBeforeMatch,paymentethod,resource,result,stateAfterMatch,stateBeforeMatch
06E3E7D585DB46A28B88A730623CAE49,c9f219cc-def5-4628-b27e-e83a8d2f7504,{},375991.82,375991.82,375991.82,0,0,375991.82,1.69419E+12,LINK#GRAPH#PAYMENT,true,true,81d42319-92be-4848-8512-e1a2900d1490-1662407423000,f05b3cef0101c19eab0e76f0527ba497,GRAPH,false,false,PPD,LAMBDA#SCM-SAT-CRUD-INVOICES,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
06E3E7D585DB46A28B88A730623CAE49,dbea26c7-20f8-41d4-87b8-a2e4ea7dfea7,{},375991.82,375991.82,375991.82,0,0,375991.82,1.69328E+12,LINK#GRAPH#PAYMENT,true,true,81d42319-92be-4848-8512-e1a2900d1490-1662407423000,f05b3cef0101c19eab0e76f0527ba497,GRAPH,false,false,PPD,LAMBDA#SCM-SAT-CRUD-INVOICES,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
06E3E7D585DB46A28B88A730623CAE49,e8ece0f1-a232-4aa9-a43d-4a3e13836243,{},375991.82,375991.82,375991.82,0,0,375991.82,1.69447E+12,LINK#GRAPH#PAYMENT,true,true,81d42319-92be-4848-8512-e1a2900d1490-1662407423000,f05b3cef0101c19eab0e76f0527ba497,GRAPH,false,false,PPD,LAMBDA#SCM-SAT-CRUD-INVOICES,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
31A067A7DD8847769DCDE1EC9BBBC513,5fde77a2-58a1-40a0-b16e-3158939a71dc,{},122960,122960,122960,0,0,122960,1.69716E+12,LINK#GRAPH#PAYMENT,true,true,81d42319-92be-4848-8512-e1a2900d1490-1662407423000,800f519c86082c6d116edee108511dc6,GRAPH,false,false,PUE,LAMBDA#SCM-SAT-CRUD-INVOICES,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
31A067A7DD8847769DCDE1EC9BBBC513,94f76915-ea6c-4966-a5fd-1cb078e3d668,{},122960,122960,122960,0,0,122960,1.69637E+12,LINK#GRAPH#PAYMENT,true,true,81d42319-92be-4848-8512-e1a2900d1490-1662407423000,800f519c86082c6d116edee108511dc6,GRAPH,false,false,PUE,LAMBDA#SCM-SAT-CRUD-INVOICES,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
31A067A7DD8847769DCDE1EC9BBBC513,b5602898-49f0-4ffa-bea9-5b5c388512c4,{},122960,122960,0,0,122960,122960,1.69604E+12,LINK#GRAPH#PAYMENT,true,false,81d42319-92be-4848-8512-e1a2900d1490-1662407423000,800f519c86082c6d116edee108511dc6,GRAPH,false,false,PUE,LAMBDA#SCM-SAT-CRUD-INVOICES,SUCCESS,PAGADA,PENDIENTE
B472DEED2CCF5300B360A87DD237303B,27c98c49-a106-4090-b099-fe0d5571f9c3,{},3306,3306,3306,0,0,3306,1.69604E+12,LINK#GRAPH#PAYMENT,true,true,81d42319-92be-4848-8512-e1a2900d1490-1662407423000,1c3c6879c9c3e75d64db47c291245f62,GRAPH,false,false,PPD,LAMBDA#SCM-SAT-CRUD-INVOICES,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
B472DEED2CCF5300B360A87DD237303B,4890af73-9b8e-4b36-b420-6ee3e489b77b,{},3306,3306,3306,0,0,3306,1.69716E+12,LINK#GRAPH#PAYMENT,true,true,81d42319-92be-4848-8512-e1a2900d1490-1662407423000,1c3c6879c9c3e75d64db47c291245f62,GRAPH,false,false,PPD,LAMBDA#SCM-SAT-CRUD-INVOICES,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
B472DEED2CCF5300B360A87DD237303B,53a9374a-e6c8-4bdb-b9e6-14c3311be47f,{},3306,3306,0,0,3306,3306,1.69447E+12,LINK#GRAPH#PAYMENT,true,false,81d42319-92be-4848-8512-e1a2900d1490-1662407423000,1c3c6879c9c3e75d64db47c291245f62,GRAPH,false,false,PPD,LAMBDA#SCM-SAT-CRUD-INVOICES,SUCCESS,PAGADA,PENDIENTE
B472DEED2CCF5300B360A87DD237303B,7214bed8-f730-4f08-a04d-4322720ca366,{},3306,3306,3306,0,0,3306,1.69532E+12,LINK#GRAPH#PAYMENT,true,true,81d42319-92be-4848-8512-e1a2900d1490-1662407423000,1c3c6879c9c3e75d64db47c291245f62,GRAPH,false,false,PPD,LAMBDA#SCM-SAT-CRUD-INVOICES,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
B472DEED2CCF5300B360A87DD237303B,c76632b5-9874-40b1-9c2a-3bd0790e4a74,{},3306,3306,3306,0,0,3306,1.69462E+12,LINK#GRAPH#PAYMENT,true,true,81d42319-92be-4848-8512-e1a2900d1490-1662407423000,1c3c6879c9c3e75d64db47c291245f62,GRAPH,false,false,PPD,LAMBDA#SCM-SAT-CRUD-INVOICES,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
B472DEED2CCF5300B360A87DD237303B,ff72d8d0-427f-48c2-a355-669b7a2deb9c,{},3306,3306,3306,0,0,3306,1.69637E+12,LINK#GRAPH#PAYMENT,true,true,81d42319-92be-4848-8512-e1a2900d1490-1662407423000,1c3c6879c9c3e75d64db47c291245f62,GRAPH,false,false,PPD,LAMBDA#SCM-SAT-CRUD-INVOICES,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
378D85E70CF64C549E2AA43C7372784E,1d2e8333-7e9b-487a-9f34-f2d718c39806,{},8726.99,8726.99,8726.99,0,0,8726.99,1.69334E+12,LINK#GRAPH#PAYMENT,true,true,81d42319-92be-4848-8512-e1a2900d1490-1662407423000,8c484d1649f27ddead7276e23aecb78f,GRAPH,false,false,PUE,LAMBDA#SCM-SAT-CRUD-INVOICES,ERROR# El monto a abonar es mayor al saldo pendiente de la factura,PAGADA,PAGADA
